,Country Name,Country Code,Year,Access to electricity (% of population),"Access to electricity, rural (% of rural population)","Access to electricity, urban (% of urban population)",Agricultural land (% of land area),Agricultural land (sq. km),Alternative and nuclear energy (% of total energy use),Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),Carbon dioxide (CO2) emissions from Power Industry (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Waste (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Deforestation (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Forest Land (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Organic Soil (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Other Land (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),Electric power consumption (kWh per capita),Energy intensity level of primary energy (MJ/$2021 PPP GDP),Energy use (kg of oil equivalent per capita),F-gases emissions from Industrial Processes (Mt CO2e),Forest area (% of land area),Forest area (sq. km),Forest rents (% of GDP),Fossil fuel energy consumption (% of total),GDP growth (annual %),GDP per capita (current US$),GDP per capita growth (annual %),"GNI per capita, Atlas method (current US$)","Industry (including construction), value added (current US$)",Land area (sq. km),Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e),Methane (CH4) emissions from Agriculture (Mt CO2e),Methane (CH4) emissions from Building (Energy) (Mt CO2e),Methane (CH4) emissions from Fugitive Emissions (Energy) (Mt CO2e),Methane (CH4) emissions from Industrial Combustion (Energy) (Mt CO2e),Methane (CH4) emissions from Industrial Processes (Mt CO2e),Methane (CH4) emissions from Power Industry (Energy) (Mt CO2e),Methane (CH4) emissions from Transport (Energy) (Mt CO2e),Methane (CH4) emissions from Waste (Mt CO2e),Nitrous oxide (N2O) emissions from Agriculture (Mt CO2e),Nitrous oxide (N2O) emissions from Building (Energy) (Mt CO2e),Nitrous oxide (N2O) emissions from Fugitive Emissions (Energy) (Mt CO2e),Nitrous oxide (N2O) emissions from Industrial Combustion (Energy) (Mt CO2e),Nitrous oxide (N2O) emissions from Industrial Processes (Mt CO2e),Nitrous oxide (N2O) emissions from Power Industry (Energy) (Mt CO2e),Nitrous oxide (N2O) emissions from Transport (Energy) (Mt CO2e),Nitrous oxide (N2O) emissions from Waste (Mt CO2e),Population density (people per sq. km of land area),Population in the largest city (% of urban population),Terrestrial and marine protected areas (% of total territorial area),Terrestrial protected areas (% of total land area),Total greenhouse gas emissions excluding LULUCF (Mt CO2e),Total greenhouse gas emissions excluding LULUCF per capita (t CO2e/capita),Total greenhouse gas emissions including LULUCF (Mt CO2e),Urban population,Urban population (% of total population),Urban population growth (annual %),GDP_per_capita_log
68,Croatia,HRV,2021,100.0,100.0,100.0,26.3759828448892,14760.0,10.14,-27.1270750428745,17.5067,4.5132213846884,0.0717,2.8581,0.8995,2.3669,2.2117,2.9367,6.1622,0.0,0.0478,-5.9243,0.0923,0.5112,-5.9294,4506.59593331341,2.91,2212.49721053261,1.6931,34.6963902787706,19416.1,0.2176446256734,0.0,12.6322190351024,17788.7865816658,13.6550314478241,17420.0,13514397361.1599,55960.0,4.003,1.6247,0.401,0.2957,0.0053,0.0015,0.0131,0.0111,1.6506,1.2049,0.1059,0.001,0.0071,0.8524,0.0176,0.063,0.0833,69.3170300214439,31.0859868648713,23.9,38.4,25.538,6.58368782935518,19.6086,2202034.0,56.7683502560171,-0.480534599299897,9.78637978405424
80,Czechia,CZE,2017,100.0,100.0,100.0,45.6029011786038,35210.0,18.06,-33.3044913703719,110.3808,10.4187499138699,0.2972,12.876,6.6164,12.2279,5.7671,53.9925,18.5387,0.065,0.3845,-5.2548,0.0,-0.3168,-6.2332,6573.73236787076,4.39,4089.51341285553,3.9584,34.6025126278979,26716.6,0.213964042740389,0.0,5.17356529967881,20913.197632212,4.8945501951199,18350.0,71419926136.1207,77210.0,14.1879,5.226,0.9776,3.0885,0.0341,0.0159,0.0487,0.0382,4.7589,3.204,0.2082,0.0059,0.0495,1.18,1.888,0.171,0.245,137.21587877218,16.6242396405475,22.2,22.2,135.4786,12.7877099285493,129.2454,7724636.0,72.9121853567256,0.180105847237297,9.948183519870604
81,Czechia,CZE,2018,100.0,100.0,100.0,45.628804558995,35230.0,18.97,-33.9304747564344,109.3448,10.2865042924091,0.198,12.025,6.8776,12.4323,5.5432,53.531,18.6711,0.0665,0.2082,0.2809,0.0,-0.3465,-1.2856,6572.10472168767,4.26,4081.41868670154,4.0034,34.6259551871519,26734.7,0.23615605754452,0.0,2.83030588267866,23705.9329811299,2.48698770067625,20700.0,78734862459.2055,77210.0,13.8771,5.0647,0.9831,2.998,0.0343,0.0148,0.0472,0.0373,4.6978,2.9392,0.2095,0.0059,0.0497,1.1671,1.8435,0.1734,0.2455,137.675534257221,16.6783382354783,22.2,22.2,133.859,12.5926534968064,132.5734,7743889.0,72.8498744351241,0.248931426132289,10.07352281519378
82,Czechia,CZE,2019,100.0,100.0,100.0,45.6399997409511,35236.59,19.55,-37.2933227633178,103.7793,9.72456561033821,0.1641,11.4572,6.3393,11.7289,5.6039,49.5303,18.8901,0.0655,0.2564,6.6886,0.0,-0.3749,4.7443,6525.47304268137,4.07,4002.2461173426,4.0281,34.6514173213048,26752.8,0.29543666693327,0.0,3.56577658128261,24062.7190013343,3.15874802851988,22440.0,79137023187.8686,77205.5,13.9279,5.0731,0.9821,2.8198,0.0361,0.0137,0.0501,0.0375,4.9156,2.9392,0.2142,0.0056,0.0517,1.1558,1.6613,0.176,0.2548,138.226810266108,16.7203519450738,22.2,22.2,128.1939,12.0123183659471,132.9382,7767803.0,72.7876426709563,0.308335402043916,10.088460549542686
83,Czechia,CZE,2020,100.0,100.0,100.0,45.6468665918898,35238.71,20.63,-42.6828826172389,94.8596,8.86715826663618,0.1489,11.2623,5.579,11.8898,5.5914,42.7349,17.5908,0.0625,0.2609,10.3256,0.0,-0.3531,7.4412,6286.67907164219,4.06,3764.47161158552,3.9416,34.6779919254939,26770.9,0.35468020378351,0.0,-5.30487955463876,23472.8915454417,-5.53491969820153,22190.0,74511390441.7229,77198.53,13.4838,4.9885,0.9904,2.3995,0.0377,0.0138,0.0509,0.0343,4.9686,2.764,0.2152,0.0049,0.0536,1.1866,1.3172,0.1645,0.2568,138.575928842168,16.7831009232565,22.2,22.2,118.2477,11.0533996618762,125.6889,7780070.0,72.7254901604208,0.157796536482863,10.063644084450099
84,Czechia,CZE,2021,100.0,100.0,100.0,45.730560511424,35297.97,19.94,-39.8698244587902,99.5152,9.4724309646164,0.1713,11.6399,4.3473,12.8277,5.9742,45.7306,18.7673,0.0569,0.288,6.9337,0.0,-0.4201,4.4115,6690.60779160256,4.16,4056.31700066788,3.9425,34.7066980208929,26789.0,0.27927082252104,0.0,4.02901832055149,27696.4619527544,5.93106968937249,25500.0,82974959444.6023,77186.83,13.7652,5.0347,1.0762,2.4607,0.0385,0.0149,0.0547,0.0433,5.0422,2.8418,0.2166,0.0029,0.0546,1.2464,1.506,0.1759,0.2579,136.108349053848,17.1850382924644,22.2,22.2,123.5249,11.7578127528372,127.9364,7635706.0,72.6810594374316,-1.87299322902636,10.229096061723133
88,Denmark,DNK,2017,100.0,100.0,100.0,65.7825,26313.0,8.36,-36.0198278131044,33.5457,5.81887534735593,0.0756,4.339,2.3591,3.7596,1.4741,9.396,12.1424,0.001,-0.056,-2.8374,3.7498,-0.4211,0.2731,5885.01607984763,2.18,2896.57067618882,0.5828,15.64,6256.0,0.0170505833767376,0.0,3.05647723922718,57521.5514992225,2.39559065097636,56600.0,67726904928.7036,40000.0,8.7547,6.7827,0.3888,0.4596,0.01,0.0,0.1032,0.0167,0.9938,3.9963,0.1457,0.0021,0.0132,0.1799,0.1499,0.1317,0.2011,144.1245,25.6985453229686,20.7,26.1,47.703,8.27461673761227,47.9761,5074116.0,88.0161943799509,1.0032387921328,10.959932349881608
89,Denmark,DNK,2018,100.0,100.0,100.0,65.8125,26325.0,8.1,-36.0347043946948,33.5379,5.78874820578994,0.0737,4.2473,2.2157,3.7497,1.4684,9.4755,12.3077,0.001,0.0873,-2.3616,3.6025,0.7913,2.0733,5744.7516550919,2.13,2870.41628591658,0.6454,15.664,6265.6,0.019414192788715,0.0,1.8600074900921,61324.7665045565,1.35619600199787,61090.0,73103614421.6203,40000.0,8.7584,6.8131,0.371,0.4609,0.0105,0.0,0.1012,0.0165,0.9852,3.9114,0.1445,0.0019,0.0138,0.1747,0.1479,0.132,0.2002,144.8409,25.8755147378608,17.9,18.1,47.6681,8.22766566625863,49.7414,5104540.0,88.1059762310689,0.597801725578871,11.023955368103719
90,Denmark,DNK,2019,100.0,100.0,100.0,65.649125,26259.65,9.64,-42.6309425268065,30.0794,5.17323991963432,0.1092,4.0974,2.1051,3.646,1.465,6.6182,12.0384,0.001,-0.0308,-2.6842,3.4053,0.4534,1.0592,5755.1722252014,2.03,2757.24986480703,0.4959,15.6875,6275.0,0.0154071082620836,0.0,1.71140093932736,59404.2663247723,1.34779245340653,63020.0,71291624095.2624,40000.0,8.642,6.7938,0.3411,0.4523,0.0102,0.0,0.1028,0.0161,0.9257,4.023,0.1349,0.0016,0.0134,0.1662,0.1401,0.1295,0.2045,145.36055,26.0073883562516,17.7,17.2,44.0304,7.57261856810531,45.0896,5128881.0,88.2096490810669,0.475716691502162,10.99213816008699
91,Denmark,DNK,2020,100.0,100.0,100.0,65.499675,26199.87,10.32,-47.0014151825051,27.7879,4.76521606117498,0.1114,3.9528,1.6694,3.7417,1.584,5.681,11.0476,0.001,0.0003,-2.3939,3.25,0.067,0.8057,5693.99753472749,1.99,2637.04300572344,0.4706,15.711,6284.4,0.0131424205812259,0.0,-1.78010601831291,60985.4885601514,-2.06613837683189,62710.0,69543839825.407,40000.0,8.6918,6.9329,0.3208,0.4321,0.0103,0.0,0.1045,0.0145,0.8767,4.1598,0.1298,0.0012,0.0136,0.1585,0.1409,0.1182,0.2019,145.7851,26.1677017583376,17.9,17.0,41.8742,7.1808092870945,42.6799,5145599.0,88.2394485473632,0.325427948744826,11.018407619607007
92,Denmark,DNK,2021,100.0,100.0,100.0,65.45,26180.0,9.7,-43.6137505387993,29.5641,5.04788249694838,0.0508,4.0729,1.7291,4.0745,1.6539,6.736,11.2469,0.001,0.0619,-3.1998,3.0829,-0.1636,-0.2745,6132.42912046699,1.96,2756.12264765988,0.4023,15.7345,6293.8,0.0132691377186323,0.0,6.50025445756295,69340.7334922138,6.03966577353796,69810.0,78757342122.2935,40000.0,8.6256,6.8356,0.3316,0.4486,0.0105,0.0,0.1258,0.0148,0.8587,3.8679,0.128,0.0012,0.0139,0.1624,0.1715,0.1183,0.201,146.418325,26.2825025453407,17.9,17.0,43.2563,7.38573877279364,42.9818,5169249.0,88.2616449318149,0.458563062542163,11.146802218814232
96,Estonia,EST,2017,100.0,100.0,100.0,22.9707602339181,9820.0,1.12,-45.1432438979923,21.9647,16.6729670316324,0.0817,0.7943,5.0353,0.6385,0.42,12.5693,2.4253,0.0002,0.4244,-0.2188,2.2595,-0.1974,1.2094,7322.84588244582,5.49,4444.84667060588,0.2364,57.0385964912281,24384.0,1.08446674179545,0.0,5.63467248963991,20851.5223496861,5.50685731354206,19140.0,6367658071.87531,42750.0,2.872,0.8797,0.1451,0.0568,0.0021,0.0,0.0302,0.0038,1.7543,1.4738,0.0523,0.0,0.0028,0.0672,0.0442,0.0263,0.0424,30.816,47.3085746035064,19.5,20.2,26.7821,20.3297595841455,27.9915,908905.0,68.9931941915158,0.511922510846607,9.945230195914071
97,Estonia,EST,2018,100.0,100.0,100.0,23.0409356725146,9850.0,1.04,-40.9372104465274,23.6488,17.8889647853178,0.0857,0.795,7.7663,0.6614,0.4205,11.453,2.4668,0.0002,0.4637,1.3102,2.5079,-0.2327,2.9541,7354.89346637649,5.21,4282.71513259126,0.2368,57.0385964912281,24384.0,1.02239313872309,0.0,3.69969756161726,23618.1361254581,3.33940936378892,21600.0,7271332955.31137,42750.0,2.9373,0.8774,0.1454,0.0595,0.0022,0.0,0.0326,0.005,1.8151,1.4824,0.0537,0.0,0.0029,0.066,0.0466,0.0266,0.0435,30.9234385964912,47.7171432626901,19.5,20.2,28.5447,21.5924331512575,31.4988,915870.0,69.2803532930133,0.763385494011981,10.06981251522384
98,Estonia,EST,2019,100.0,100.0,100.0,23.1204678362573,9884.0,1.38,-61.381465081256,15.4629,11.6534202327534,0.0854,0.7644,5.2676,0.7268,0.4184,5.7596,2.4406,0.0002,0.4735,1.072,2.3757,-0.1714,2.7782,6987.72626079774,4.22,3661.49925395092,0.2307,57.0385964912281,24384.0,0.883141945947517,0.0,3.72664943466884,24021.2501413306,3.3419636171697,23490.0,7112112238.2196,42750.0,2.3965,0.8842,0.1406,0.0624,0.002,0.0,0.0288,0.006,1.2726,1.5701,0.0516,0.0001,0.0027,0.0551,0.0388,0.0268,0.0399,31.0385497076023,47.8013818740326,19.7,20.6,19.8753,14.978770033567,22.6535,923239.0,69.5787397662154,0.801370602402878,10.086735769070403
99,Estonia,EST,2020,100.0,100.0,100.0,23.0409356725146,9850.0,2.15,-69.6981276270539,12.1329,9.12576098778358,0.0864,0.7553,4.904,0.4709,0.1601,3.4872,2.2689,0.0002,0.4717,-0.8926,2.2822,-0.1306,0.7951,7030.34624474059,3.92,3368.23730668515,0.1934,57.0385964912281,24384.0,0.949269749168634,0.0,-2.88380751483778,23933.9939421065,-3.07548007766944,23580.0,6927925393.65449,42750.0,1.883,0.8816,0.148,0.0653,0.0013,0.0,0.0294,0.0067,0.7508,1.6003,0.0527,0.0,0.0017,0.0503,0.0384,0.025,0.0384,31.0999298245614,47.9241538234683,20.1,21.2,16.0162,12.0465851636904,16.8113,929091.0,69.8815778947665,0.631854957769353,10.083096848728875
100,Estonia,EST,2021,100.0,100.0,100.0,23.0877192982456,9870.0,2.09,-67.7183623417524,12.9256,9.71169075504984,0.071,0.6404,4.4501,0.3478,0.1723,4.8514,2.3923,0.0002,0.387,-1.4817,2.5127,0.0218,0.5022,6644.21623343642,3.73,3427.29968051085,0.2039,57.0385964912281,24384.0,0.758996770060817,0.0,8.25488044580031,27951.1659277744,8.14019436008853,26490.0,8493350420.41072,42750.0,1.8761,0.8722,0.1445,0.0685,0.0009,0.0,0.0308,0.0078,0.7514,1.5168,0.0395,0.0,0.0013,0.0512,0.0408,0.0263,0.0375,31.1329122807018,48.0472539073123,20.2,21.3,16.7189,12.5617987996381,17.2211,934018.0,70.1777274135822,0.528902118507097,10.23824996852445
112,France,FRA,2017,100.0,100.0,100.0,53.2470526022822,286974.99,45.06,-12.0197286684681,338.709,5.06155143263354,2.6147,78.6692,19.0903,41.4108,21.0707,45.6463,128.3758,1.8312,13.1286,-45.6743,0.0767,3.7776,-29.8464,7229.03935292766,3.46,3705.41111644137,16.9321,31.5480100194823,170028.0,0.0309691466833577,0.0,2.08361485997399,38687.1626407164,1.78779549384231,38120.0,433591517918.118,538950.0,73.9145,47.6113,2.7531,3.344,0.0959,0.065,0.2009,0.1577,19.6866,28.6509,1.213,0.0079,0.1262,2.8871,0.2843,1.2666,1.7789,124.163688653864,20.6062706877906,27.8,26.0,465.7704,6.96031352989822,435.924,52628868.0,78.6467804026368,0.349813019619046,10.56328895731171
113,France,FRA,2018,100.0,100.0,100.0,53.1776602653307,286601.0,47.6,-14.6585211966557,328.5501,4.89217066506758,2.4917,75.7736,26.7685,38.8325,20.4115,36.7423,125.6845,1.8455,12.9075,-48.5839,0.0722,-3.1663,-39.8144,7156.81690085647,3.37,3669.37065950443,15.381,31.7027553576399,170862.0,0.0344542385478408,0.0,1.64590872395887,41418.1766484844,1.28216603702126,40960.0,465226518642.117,538950.0,73.1468,47.0763,2.6762,3.3479,0.0967,0.0607,0.1936,0.158,19.5375,27.7948,1.208,0.0078,0.1251,2.8388,0.2607,1.232,1.8041,124.609607570276,20.6322837667141,33.2,25.8,452.3491,6.73556026125002,412.5347,52834442.0,78.6714432536599,0.389849816707503,10.63149925663719
114,France,FRA,2019,100.0,100.0,100.0,52.915574914185,285188.491,46.78,-16.1250278908492,322.9043,4.79214044818249,2.5128,73.6803,24.4693,37.7628,21.3556,35.954,125.301,1.8684,10.1394,-49.6312,0.0656,3.5246,-36.5979,7059.07466974036,3.26,3605.53190025511,13.4684,31.8575006957974,171696.0,0.0269667464323604,0.0,2.02744646419237,40408.2848574751,1.68870844116209,42720.0,460342807442.352,538950.0,72.3377,46.1117,2.7011,3.3537,0.0929,0.0624,0.204,0.1637,19.648,27.784,1.1821,0.0066,0.1196,2.8091,0.2484,1.2244,1.8168,125.024698023935,20.6671197714216,35.0,26.3,443.9014,6.58782758218096,407.3035,53022323.0,78.6890784549356,0.354972490012461,10.606814860748763
115,France,FRA,2020,100.0,100.0,100.0,52.729670655905,284186.56,47.17,-25.4286878715912,287.0868,4.24677642127474,1.9242,71.5744,18.6138,34.1589,20.533,32.6875,105.8582,1.7367,10.116,-51.8928,0.0582,1.8759,-39.2143,6685.6150734803,3.18,3228.48915727036,12.0825,32.0122460339549,172530.0,0.023313365090433,0.0,-7.44064589948231,39169.8606000707,-7.74056751254994,39690.0,430887771120.624,538950.0,71.0009,45.2754,2.4262,3.3337,0.0893,0.0568,0.1949,0.1417,19.4829,24.2845,1.2309,0.0055,0.1148,2.6858,0.2365,1.0353,1.8228,125.431134613601,20.7051375765369,36.2,27.3,401.5864,5.94052967473463,362.3721,53210127.0,78.7119131765249,0.353572181852013,10.57568839731642
116,France,FRA,2021,100.0,100.0,100.0,52.7417272474256,284251.539,46.41,-17.7354630556318,316.7044,4.66820869200128,2.038,74.4371,18.5435,44.6194,21.4085,34.9626,118.7937,1.9017,10.074,-47.1758,0.0493,2.4381,-36.4301,6950.69961060428,3.23,3469.83398574773,10.7547,32.1669913721124,173364.0,0.0252966547056052,0.0,6.88233783360239,43725.0999521245,6.50155219757207,44300.0,477231812073.248,538950.0,69.9088,44.1227,2.754,3.2378,0.1142,0.0641,0.203,0.1667,19.2464,25.9997,1.2305,0.0052,0.1491,2.8844,0.2579,1.1569,1.8265,125.879601076167,20.739727414262,36.4,28.0,430.8782,6.35112539779638,394.4481,53417028.0,78.7364603392338,0.388083616553456,10.685700455708174
120,Germany,DEU,2017,100.0,100.0,100.0,47.7631164667831,166870.0,11.26,-23.523701354871,774.4767,9.36976518940283,1.2335,132.4329,34.0835,95.1388,44.2089,303.8873,163.4918,0.1641,0.6177,-47.6016,42.6782,1.6773,-5.1206,6947.26382648139,2.95,3763.19404182465,15.3414,32.6845464693591,114190.0,0.0287237586419939,0.0,2.797906720551,45553.9341495339,2.4144426920242,44730.0,978067795457.649,349370.0,64.8481,38.988,2.9682,11.2639,0.2158,0.2439,0.463,0.2767,10.4285,24.1144,0.5,0.0198,0.2785,4.6713,2.3619,1.5854,2.2591,236.588722557747,5.28724017244496,38.8,37.8,890.4565,10.7729106845661,885.3359,66939157.0,80.9842544038853,0.558459225538694,10.72667422063125
121,Germany,DEU,2018,100.0,100.0,100.0,47.6415364359723,166450.0,11.73,-26.2667897433953,746.6974,9.00657809367265,0.8856,128.1538,31.3645,98.3399,43.18,287.1136,157.66,0.1627,0.6284,19.6156,57.8503,2.4024,75.8745,6815.82136213371,2.85,3659.22924485198,14.4681,32.6836109680005,114190.0,0.0390078720598987,0.0,1.13569604599849,48916.1686612154,0.832212527052548,48770.0,1048355756488.63,349380.0,63.3601,37.9388,3.1253,11.1641,0.2137,0.2395,0.434,0.2617,9.9831,22.7145,1.0701,0.0197,0.2752,4.6686,2.282,1.5136,2.2365,237.294012250272,5.28026653006234,38.8,37.8,859.3059,10.3648488593956,935.1804,67271661.0,81.1423036204018,0.495496093754333,10.797883711209074
